"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2016","Greece","Proportion of population aged 40-59 years","28.6",""
"2016","Greece","Proportion of population aged 60-79 years","20.7",""
"2016","Greece","Proportion of population aged 80 years and more","6.5",""
"2016","Spain","Median age of population","42.8",""
"2016","Spain","Proportion of population aged 0-19 years","19.8",""
"2016","Spain","Proportion of population aged 20-39 years","25.4",""
"2016","Spain","Proportion of population aged 40-59 years","30.5",""
"2016","Spain","Proportion of population aged 60-79 years","18.3",""
"2016","Spain","Proportion of population aged 80 years and more","6.0",""
"2016","France","Median age of population","41.2","p"
"2016","France","Proportion of population aged 0-19 years","24.6","p"
"2016","France","Proportion of population aged 20-39 years","24.0","p"
"2016","France","Proportion of population aged 40-59 years","26.6","p"
"2016","France","Proportion of population aged 60-79 years","19.0","p"
"2016","France","Proportion of population aged 80 years and more","5.9","p"
"2016","Croatia","Median age of population","43.0",""
"2016","Croatia","Proportion of population aged 0-19 years","20.2",""
"2016","Croatia","Proportion of population aged 20-39 years","25.8",""
"2016","Croatia","Proportion of population aged 40-59 years","27.8",""
"2016","Croatia","Proportion of population aged 60-79 years","21.4",""
"2016","Croatia","Proportion of population aged 80 years and more","4.8",""
"2016","Italy","Median age of population","45.5",""
"2016","Italy","Proportion of population aged 0-19 years","18.4",""
"2016","Italy","Proportion of population aged 20-39 years","22.9",""
"2016","Italy","Proportion of population aged 40-59 years","30.6",""
"2016","Italy","Proportion of population aged 60-79 years","21.4",""
"2016","Italy","Proportion of population aged 80 years and more","6.7",""
"2016","Cyprus","Median age of population","37.2",""
"2016","Cyprus","Proportion of population aged 0-19 years","22.5",""
"2016","Cyprus","Proportion of population aged 20-39 years","31.4",""
"2016","Cyprus","Proportion of population aged 40-59 years","25.5",""
"2016","Cyprus","Proportion of population aged 60-79 years","17.2",""
"2016","Cyprus","Proportion of population aged 80 years and more","3.3",""
"2016","Latvia","Median age of population","42.9",""
"2016","Latvia","Proportion of population aged 0-19 years","19.6",""
"2016","Latvia","Proportion of population aged 20-39 years","26.4",""
"2016","Latvia","Proportion of population aged 40-59 years","28.1",""
"2016","Latvia","Proportion of population aged 60-79 years","20.9",""
"2016","Latvia","Proportion of population aged 80 years and more","5.0",""
"2016","Lithuania","Median age of population","43.1",""
"2016","Lithuania","Proportion of population aged 0-19 years","20.3",""
"2016","Lithuania","Proportion of population aged 20-39 years","25.8",""
"2016","Lithuania","Proportion of population aged 40-59 years","29.0",""
"2016","Lithuania","Proportion of population aged 60-79 years","19.7",""
"2016","Lithuania","Proportion of population aged 80 years and more","5.3",""
"2016","Luxembourg","Median age of population","39.3",""
"2016","Luxembourg","Proportion of population aged 0-19 years","22.2",""
"2016","Luxembourg","Proportion of population aged 20-39 years","28.9",""
"2016","Luxembourg","Proportion of population aged 40-59 years","29.5",""
"2016","Luxembourg","Proportion of population aged 60-79 years","15.4",""
"2016","Luxembourg","Proportion of population aged 80 years and more","4.0",""
"2016","Hungary","Median age of population","41.9",""
"2016","Hungary","Proportion of population aged 0-19 years","19.6",""
"2016","Hungary","Proportion of population aged 20-39 years","27.0",""
"2016","Hungary","Proportion of population aged 40-59 years","27.8",""
"2016","Hungary","Proportion of population aged 60-79 years","21.4",""
"2016","Hungary","Proportion of population aged 80 years and more","4.3",""
"2016","Malta","Median age of population","40.5",""
"2016","Malta","Proportion of population aged 0-19 years","19.5",""
"2016","Malta","Proportion of population aged 20-39 years","29.7",""
"2016","Malta","Proportion of population aged 40-59 years","25.9",""
"2016","Malta","Proportion of population aged 60-79 years","20.9",""
"2016","Malta","Proportion of population aged 80 years and more","4.0",""
"2016","Netherlands","Median age of population","42.4",""
"2016","Netherlands","Proportion of population aged 0-19 years","22.5",""
"2016","Netherlands","Proportion of population aged 20-39 years","24.5",""
"2016","Netherlands","Proportion of population aged 40-59 years","28.6",""
"2016","Netherlands","Proportion of population aged 60-79 years","20.0",""
"2016","Netherlands","Proportion of population aged 80 years and more","4.4",""
"2016","Austria","Median age of population","43.0",""
"2016","Austria","Proportion of population aged 0-19 years","19.6",""
"2016","Austria","Proportion of population aged 20-39 years","26.4",""
"2016","Austria","Proportion of population aged 40-59 years","29.9",""
"2016","Austria","Proportion of population aged 60-79 years","19.1",""
"2016","Austria","Proportion of population aged 80 years and more","4.9",""
"2016","Poland","Median age of population","39.9",""
"2016","Poland","Proportion of population aged 0-19 years","20.2",""
"2016","Poland","Proportion of population aged 20-39 years","29.9",""
"2016","Poland","Proportion of population aged 40-59 years","26.8",""
"2016","Poland","Proportion of population aged 60-79 years","19.0",""
"2016","Poland","Proportion of population aged 80 years and more","4.1",""
"2016","Portugal","Median age of population","44.0","e"
"2016","Portugal","Proportion of population aged 0-19 years","19.5","e"
"2016","Portugal","Proportion of population aged 20-39 years","24.2","e"
"2016","Portugal","Proportion of population aged 40-59 years","29.2","e"
"2016","Portugal","Proportion of population aged 60-79 years","21.1","e"
"2016","Portugal","Proportion of population aged 80 years and more","5.9","e"
"2016","Romania","Median age of population","41.4",""
"2016","Romania","Proportion of population aged 0-19 years","21.0",""
"2016","Romania","Proportion of population aged 20-39 years","26.7",""
"2016","Romania","Proportion of population aged 40-59 years","28.1",""
"2016","Romania","Proportion of population aged 60-79 years","20.0",""
"2016","Romania","Proportion of population aged 80 years and more","4.2",""
"2016","Slovenia","Median age of population","43.2",""
"2016","Slovenia","Proportion of population aged 0-19 years","19.4",""
"2016","Slovenia","Proportion of population aged 20-39 years","25.9",""
"2016","Slovenia","Proportion of population aged 40-59 years","29.2",""
"2016","Slovenia","Proportion of population aged 60-79 years","20.4",""
"2016","Slovenia","Proportion of population aged 80 years and more","5.0",""
"2016","Slovakia","Median age of population","39.4",""
"2016","Slovakia","Proportion of population aged 0-19 years","20.6",""
"2016","Slovakia","Proportion of population aged 20-39 years","30.4",""
"2016","Slovakia","Proportion of population aged 40-59 years","27.9",""
"2016","Slovakia","Proportion of population aged 60-79 years","18.0",""
"2016","Slovakia","Proportion of population aged 80 years and more","3.2",""
"2016","Finland","Median age of population","42.5",""
"2016","Finland","Proportion of population aged 0-19 years","21.8",""
"2016","Finland","Proportion of population aged 20-39 years","25.2",""
"2016","Finland","Proportion of population aged 40-59 years","25.7",""
"2016","Finland","Proportion of population aged 60-79 years","22.1",""
"2016","Finland","Proportion of population aged 80 years and more","5.2",""
"2016","Sweden","Median age of population","40.9",""
"2016","Sweden","Proportion of population aged 0-19 years","22.7",""
"2016","Sweden","Proportion of population aged 20-39 years","26.1",""
"2016","Sweden","Proportion of population aged 40-59 years","25.8",""
"2016","Sweden","Proportion of population aged 60-79 years","20.3",""
"2016","Sweden","Proportion of population aged 80 years and more","5.1",""
"2016","United Kingdom","Median age of population","40.0","e"
"2016","United Kingdom","Proportion of population aged 0-19 years","23.5","e"
"2016","United Kingdom","Proportion of population aged 20-39 years","26.5","e"
"2016","United Kingdom","Proportion of population aged 40-59 years","26.7","e"
"2016","United Kingdom","Proportion of population aged 60-79 years","18.5","e"
"2016","United Kingdom","Proportion of population aged 80 years and more","4.8","e"
"2017","European Union (current composition)","Median age of population","42.8",""
"2017","European Union (current composition)","Proportion of population aged 0-19 years","20.9",""
"2017","European Union (current composition)","Proportion of population aged 20-39 years","25.2",""
"2017","European Union (current composition)","Proportion of population aged 40-59 years","28.3",""
"2017","European Union (current composition)","Proportion of population aged 60-79 years","20.2",""
"2017","European Union (current composition)","Proportion of population aged 80 years and more","5.5",""
"2017","Belgium","Median age of population","41.5",""
"2017","Belgium","Proportion of population aged 0-19 years","22.6",""
"2017","Belgium","Proportion of population aged 20-39 years","25.5",""
"2017","Belgium","Proportion of population aged 40-59 years","27.4",""
"2017","Belgium","Proportion of population aged 60-79 years","19.0",""
"2017","Belgium","Proportion of population aged 80 years and more","5.5",""
"2017","Bulgaria","Median age of population","43.9",""
"2017","Bulgaria","Proportion of population aged 0-19 years","18.5",""
"2017","Bulgaria","Proportion of population aged 20-39 years","25.5",""
"2017","Bulgaria","Proportion of population aged 40-59 years","28.4",""
"2017","Bulgaria","Proportion of population aged 60-79 years","22.9",""
"2017","Bulgaria","Proportion of population aged 80 years and more","4.8",""
"2017","Czech Republic","Median age of population","41.9",""
"2017","Czech Republic","Proportion of population aged 0-19 years","19.9",""
"2017","Czech Republic","Proportion of population aged 20-39 years","26.6",""
"2017","Czech Republic","Proportion of population aged 40-59 years","27.9",""
"2017","Czech Republic","Proportion of population aged 60-79 years","21.5",""
"2017","Czech Republic","Proportion of population aged 80 years and more","4.0",""
"2017","Denmark","Median age of population","41.6",""
"2017","Denmark","Proportion of population aged 0-19 years","22.8",""
"2017","Denmark","Proportion of population aged 20-39 years","25.0",""
"2017","Denmark","Proportion of population aged 40-59 years","27.2",""
"2017","Denmark","Proportion of population aged 60-79 years","20.6",""
"2017","Denmark","Proportion of population aged 80 years and more","4.3",""
"2017","Germany including former GDR","Median age of population","45.9",""
"2017","Germany including former GDR","Proportion of population aged 0-19 years","18.4",""
"2017","Germany including former GDR","Proportion of population aged 20-39 years","24.5",""
"2017","Germany including former GDR","Proportion of population aged 40-59 years","29.4",""
"2017","Germany including former GDR","Proportion of population aged 60-79 years","21.6",""
"2017","Germany including former GDR","Proportion of population aged 80 years and more","6.0",""
"2017","Estonia","Median age of population","41.8",""
"2017","Estonia","Proportion of population aged 0-19 years","20.8",""
"2017","Estonia","Proportion of population aged 20-39 years","26.8",""
"2017","Estonia","Proportion of population aged 40-59 years","26.8",""
"2017","Estonia","Proportion of population aged 60-79 years","20.4",""
"2017","Estonia","Proportion of population aged 80 years and more","5.3",""
"2017","Ireland","Median age of population","36.9",""
"2017","Ireland","Proportion of population aged 0-19 years","27.5",""
"2017","Ireland","Proportion of population aged 20-39 years","27.5",""
"2017","Ireland","Proportion of population aged 40-59 years","26.5",""
"2017","Ireland","Proportion of population aged 60-79 years","15.4",""
"2017","Ireland","Proportion of population aged 80 years and more","3.2",""
"2017","Greece","Median age of population","44.2",""
"2017","Greece","Proportion of population aged 0-19 years","19.4",""
"2017","Greece","Proportion of population aged 20-39 years","24.2",""
"2017","Greece","Proportion of population aged 40-59 years","28.8",""
"2017","Greece","Proportion of population aged 60-79 years","20.9",""
"2017","Greece","Proportion of population aged 80 years and more","6.7",""
"2017","Spain","Median age of population","43.2",""
"2017","Spain","Proportion of population aged 0-19 years","19.8",""
"2017","Spain","Proportion of population aged 20-39 years","24.6",""
"2017","Spain","Proportion of population aged 40-59 years","30.9",""
"2017","Spain","Proportion of population aged 60-79 years","18.5",""
"2017","Spain","Proportion of population aged 80 years and more","6.2",""
"2017","France","Median age of population","41.4",""
"2017","France","Proportion of population aged 0-19 years","24.5",""
"2017","France","Proportion of population aged 20-39 years","23.9",""
"2017","France","Proportion of population aged 40-59 years","26.4",""
"2017","France","Proportion of population aged 60-79 years","19.4",""
"2017","France","Proportion of population aged 80 years and more","5.9",""
"2017","Croatia","Median age of population","43.4",""
"2017","Croatia","Proportion of population aged 0-19 years","19.9",""
"2017","Croatia","Proportion of population aged 20-39 years","25.6",""
"2017","Croatia","Proportion of population aged 40-59 years","27.7",""
"2017","Croatia","Proportion of population aged 60-79 years","21.8",""
"2017","Croatia","Proportion of population aged 80 years and more","5.0",""
"2017","Italy","Median age of population","45.9",""
"2017","Italy","Proportion of population aged 0-19 years","18.3",""
"2017","Italy","Proportion of population aged 20-39 years","22.5",""
"2017","Italy","Proportion of population aged 40-59 years","30.8",""
"2017","Italy","Proportion of population aged 60-79 years","21.6",""
"2017","Italy","Proportion of population aged 80 years and more","6.8",""
"2017","Cyprus","Median age of population","37.4",""
"2017","Cyprus","Proportion of population aged 0-19 years","22.2",""
"2017","Cyprus","Proportion of population aged 20-39 years","31.5",""
"2017","Cyprus","Proportion of population aged 40-59 years","25.3",""
"2017","Cyprus","Proportion of population aged 60-79 years","17.6",""
"2017","Cyprus","Proportion of population aged 80 years and more","3.4",""
"2017","Latvia","Median age of population","43.1",""
"2017","Latvia","Proportion of population aged 0-19 years","20.0",""
"2017","Latvia","Proportion of population aged 20-39 years","25.8",""
"2017","Latvia","Proportion of population aged 40-59 years","28.0",""
"2017","Latvia","Proportion of population aged 60-79 years","21.0",""
"2017","Latvia","Proportion of population aged 80 years and more","5.2",""
"2017","Lithuania","Median age of population","43.4",""
"2017","Lithuania","Proportion of population aged 0-19 years","20.2",""
"2017","Lithuania","Proportion of population aged 20-39 years","25.4",""
"2017","Lithuania","Proportion of population aged 40-59 years","29.0",""
"2017","Lithuania","Proportion of population aged 60-79 years","19.9",""
"2017","Lithuania","Proportion of population aged 80 years and more","5.5",""
"2017","Luxembourg","Median age of population","39.4",""
"2017","Luxembourg","Proportion of population aged 0-19 years","21.9",""
"2017","Luxembourg","Proportion of population aged 20-39 years","29.1",""
"2017","Luxembourg","Proportion of population aged 40-59 years","29.5",""
"2017","Luxembourg","Proportion of population aged 60-79 years","15.6",""
"2017","Luxembourg","Proportion of population aged 80 years and more","3.9",""
"2017","Hungary","Median age of population","42.3",""
"2017","Hungary","Proportion of population aged 0-19 years","19.6",""
"2017","Hungary","Proportion of population aged 20-39 years","26.4",""
"2017","Hungary","Proportion of population aged 40-59 years","28.0",""
"2017","Hungary","Proportion of population aged 60-79 years","21.8",""
"2017","Hungary","Proportion of population aged 80 years and more","4.3",""
"2017","Malta","Median age of population","40.6",""
"2017","Malta","Proportion of population aged 0-19 years","19.2",""
"2017","Malta","Proportion of population aged 20-39 years","30.0",""
"2017","Malta","Proportion of population aged 40-59 years","25.6",""
"2017","Malta","Proportion of population aged 60-79 years","21.1",""
"2017","Malta","Proportion of population aged 80 years and more","4.1",""
"2017","Netherlands","Median age of population","42.5",""
"2017","Netherlands","Proportion of population aged 0-19 years","22.3",""
"2017","Netherlands","Proportion of population aged 20-39 years","24.6",""
"2017","Netherlands","Proportion of population aged 40-59 years","28.3",""
"2017","Netherlands","Proportion of population aged 60-79 years","20.3",""
"2017","Netherlands","Proportion of population aged 80 years and more","4.5",""
"2017","Austria","Median age of population","43.0",""
"2017","Austria","Proportion of population aged 0-19 years","19.6",""
"2017","Austria","Proportion of population aged 20-39 years","26.5",""
"2017","Austria","Proportion of population aged 40-59 years","29.7",""
"2017","Austria","Proportion of population aged 60-79 years","19.3",""
"2017","Austria","Proportion of population aged 80 years and more","4.9",""
"2017","Poland","Median age of population","40.3",""
"2017","Poland","Proportion of population aged 0-19 years","20.1",""
"2017","Poland","Proportion of population aged 20-39 years","29.4",""
"2017","Poland","Proportion of population aged 40-59 years","26.7",""
"2017","Poland","Proportion of population aged 60-79 years","19.5",""
"2017","Poland","Proportion of population aged 80 years and more","4.2",""
"2017","Portugal","Median age of population","44.4",""
"2017","Portugal","Proportion of population aged 0-19 years","19.4",""
"2017","Portugal","Proportion of population aged 20-39 years","23.6",""
"2017","Portugal","Proportion of population aged 40-59 years","29.5",""
"2017","Portugal","Proportion of population aged 60-79 years","21.3",""
"2017","Portugal","Proportion of population aged 80 years and more","6.1",""
"2017","Romania","Median age of population","41.8",""
"2017","Romania","Proportion of population aged 0-19 years","21.0",""
"2017","Romania","Proportion of population aged 20-39 years","26.1",""
"2017","Romania","Proportion of population aged 40-59 years","28.1",""
"2017","Romania","Proportion of population aged 60-79 years","20.3",""
"2017","Romania","Proportion of population aged 80 years and more","4.4",""
"2017","Slovenia","Median age of population","43.5",""
"2017","Slovenia","Proportion of population aged 0-19 years","19.5",""
"2017","Slovenia","Proportion of population aged 20-39 years","25.3",""
"2017","Slovenia","Proportion of population aged 40-59 years","29.2",""
"2017","Slovenia","Proportion of population aged 60-79 years","20.9",""
"2017","Slovenia","Proportion of population aged 80 years and more","5.1",""
"2017","Slovakia","Median age of population","39.8",""
"2017","Slovakia","Proportion of population aged 0-19 years","20.6",""
"2017","Slovakia","Proportion of population aged 20-39 years","29.7",""
"2017","Slovakia","Proportion of population aged 40-59 years","28.0",""
"2017","Slovakia","Proportion of population aged 60-79 years","18.5",""
"2017","Slovakia","Proportion of population aged 80 years and more","3.2",""
"2017","Finland","Median age of population","42.5",""
"2017","Finland","Proportion of population aged 0-19 years","21.7",""
"2017","Finland","Proportion of population aged 20-39 years","25.2",""
"2017","Finland","Proportion of population aged 40-59 years","25.5",""
"2017","Finland","Proportion of population aged 60-79 years","22.4",""
"2017","Finland","Proportion of population aged 80 years and more","5.2",""
"2017","Sweden","Median age of population","40.8",""
"2017","Sweden","Proportion of population aged 0-19 years","22.9",""
"2017","Sweden","Proportion of population aged 20-39 years","26.1",""
"2017","Sweden","Proportion of population aged 40-59 years","25.6",""
"2017","Sweden","Proportion of population aged 60-79 years","20.3",""
"2017","Sweden","Proportion of population aged 80 years and more","5.1",""
"2017","United Kingdom","Median age of population","40.0",""
"2017","United Kingdom","Proportion of population aged 0-19 years","23.5",""
"2017","United Kingdom","Proportion of population aged 20-39 years","26.4",""
"2017","United Kingdom","Proportion of population aged 40-59 years","26.6",""
"2017","United Kingdom","Proportion of population aged 60-79 years","18.6",""
"2017","United Kingdom","Proportion of population aged 80 years and more","4.9",""
